,b_cat,house,tradit,flat,cluster,townhouse,semi,backyardhouse,backyardshack,informalsetl,flatlet,caravan,otherdwltyp,unspecdwel,pop12,pop13,pop14,pop15,pop16,pop17,x,y,sd16sd12
11531,11531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74166739,-30.03333357,-0.131200401
11532,11532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74583406,-30.03333357,-0.136375848
11533,11533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75000073,-30.03333357,-0.12944294
11534,11534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75416739,-30.03333357,-0.124622001
11535,11535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75833406,-30.03333357,-0.124505245
11536,11536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76250073,-30.03333357,-0.134829175
11537,11537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76666739,-30.03333357,-0.146222624
11538,11538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77083406,-30.03333357,-0.141952136
11539,11539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77500073,-30.03333357,-0.147271232
11540,11540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77916739,-30.03333357,-0.151254077
11541,11541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.78333406,-30.03333357,-0.131246638
11542,11542,0.007989836,0.055928855,0,0,0.002663279,0,0.047939019,0.005326558,0.002663279,0,0,0,0,0.657829865,0.672034019,0.688901452,0.704881124,0.721748557,0.735064951,30.78750073,-30.03333357,-0.110968757
11543,11543,1.246164975,8.636125409,0,0,0.410946632,0,7.397039382,0.822309673,0.411363041,0,0,0,0,101.6652459,103.8727848,106.4930748,108.978187,111.6016695,113.6780559,30.79166739,-30.03333357,-0.100907255
11544,11544,1.838543439,11.92778161,0,0,0.564770111,0,10.16586201,1.134047507,0.569277396,0,0,0,0,141.2455415,144.4289256,148.1966113,151.7955719,155.5978135,158.6560429,30.79583406,-30.03333357,-0.085604553
11545,11545,13.84243936,5.267435948,0,0,0.11920582,0,2.145704768,1.827005438,0.291679064,0,0,0,0,161.5655205,179.3761723,199.4105295,221.4506459,245.2855089,270.0734427,30.80000073,-30.03333357,-0.079183213
11546,11546,50.00236125,1.116137514,0,0,0,0,0,8.887676474,0.000348098,0,0,0,0,409.6926619,476.3608525,551.5475745,634.8825225,725.6247379,821.1816191,30.80416739,-30.03333357,-0.068009971
11547,11547,22.39553205,0.412703875,0.271395822,0,0,0,0,3.292174706,0,0,0,0,0,161.8510653,184.4218677,210.3358625,239.4550315,271.5947039,305.7932551,30.80833406,-30.03333357,-0.070330408
11548,11548,8.995153296,0.052186325,0.407672486,0,0,0,0,0.052186325,0,0,0,0,0,31.23667006,30.32367481,30.01297462,30.26977859,31.19518667,32.7196171,30.81250073,-30.03333357,-0.058008378
11549,11549,6.042978092,0,0.431641292,0,0,0,0,0,0,0,0,0,0,15.53908652,12.08595618,8.920586707,6.042978092,3.597010769,1.582684738,30.81666739,-30.03333357,-0.05263234
11550,11550,6.875617099,0.281823585,0.418646585,0,0,0,0,0.028182358,0,0,0,0,0,22.56778442,18.88042344,15.3876131,12.06117106,9.012463804,6.241491343,30.82083406,-30.03333357,-0.045168643
11551,11551,34.69624748,10.05135736,0.488161474,0,0,0,0,2.599269179,0.824254034,0.895064352,0,0,0,274.3761283,263.148833,248.6094851,229.8657267,206.0478207,176.7735967,30.82500073,-30.03333357,-0.043498025
11552,11552,50.34299105,33.46421043,0.170213955,0,0,0,0,2.615286251,0.601436444,3.528432954,0,0,0,487.0796118,457.6766467,420.1329442,372.5801288,313.1405082,242.0011969,30.82916739,-30.03333357,-0.033891359
11553,11553,48.40748881,16.02310996,0.244040638,0,0,0,0.105115391,1.888867594,2.110413524,0.647819173,0,0,0,447.3504083,434.6381857,417.079982,392.3657032,359.9386688,318.7508055,30.83333406,-30.03333357,-0.029720598
11554,11554,49.91645779,8.735324316,0,0,0,0,0.048372251,1.324604456,0.847024482,0,0,0.411674222,0,451.744446,503.9901077,561.8833634,624.0864069,690.1553158,757.7887883,30.83750073,-30.03333357,-0.018539815
11555,11555,58.29404545,14.90355903,0,0,0,0,0.205634363,0,2.921310547,0.015798469,0,1.086399753,0,569.4622364,626.2254837,687.9886118,753.9782188,822.9708153,892.3787224,30.84166739,-30.03333357,-0.015457111
11556,11556,116.7315384,4.461141016,0,0,0,0.5870258,0.397165837,0.070376706,1.240003165,0.611549183,0.5870258,0.802112164,0,646.3554972,683.4974599,724.1344823,767.2315892,805.5726314,835.8924516,30.84583406,-30.03333357,-0.006617247
11557,11557,264.4190494,5.983916364,0,0,0,1.902614711,2.264103417,1.381136094,0.005226486,0.099255248,1.902614711,0.104641958,0,1365.894439,1397.06461,1432.157155,1468.658932,1464.278694,1406.44814,30.85000073,-30.03333357,-0.006123354
11558,11558,173.3629428,6.051895993,0,0,0,0,5.809973592,17.10904566,1.570353135,0,0,1.570353135,0,1140.099495,1084.049869,1019.345146,942.3362289,850.0800925,740.5940268,30.85416739,-30.03333357,-0.001272754
11559,11559,303.6303914,7.777889228,1.018738676,0,0,1.018738676,3.209297777,20.421145,1.240495169,0,0,0.028494989,0,1429.43598,1392.383698,1330.664672,1166.516408,968.8249656,735.0840489,30.85833406,-30.03333357,3.28E-05
11560,11560,284.857506,5.069698346,0.027134894,0,0,0.027134894,0,4.460704888,4.883674982,0,0,1.650778833,0,1302.889759,1286.961771,1268.40334,1241.490961,1204.705406,1154.287285,30.86250073,-30.03333357,-0.008160136
11561,11561,153.8817652,14.56282385,0,0,0.832173401,0,1.914151007,3.186475752,2.152627433,0,0,0,0,939.4460888,977.2609308,1023.920128,1077.235916,1136.26706,1197.159793,30.86666739,-30.03333357,-0.007678535
11562,11562,219.3680895,32.7796507,0,0.227797368,1.940125112,0,2.154950961,4.50009321,4.012796239,0,2.123280137,0.227797368,0,1199.96027,1068.189752,908.6051635,748.7990243,736.3515645,717.5803503,30.87083406,-30.03333357,-0.003451446
11563,11563,235.5515422,74.19792897,0,0.943381079,0.943381079,0,3.846400158,5.062825619,2.852839403,1.45150954,0.62015702,2.394890618,0,935.0142412,666.1807996,438.5454563,312.554146,215.1083486,108.8434161,30.87500073,-30.03333357,0.010225892
11564,11564,85.25531702,28.66387935,1.937860607,11.83354933,3.651389071,0.214191058,1.393397196,0.696698598,0.7029009,0.910889656,0,0.696698598,0,351.2926211,242.9104334,161.0999552,130.1413302,93.97921916,65.24973797,30.87916739,-30.03333357,0.01900337
11565,11565,58.49572976,0,0.819687776,4.225761168,7.615873245,0.200767525,0.498876616,0,0,0.200767525,0,0,0,298.0673199,303.3233143,309.2743081,315.024862,320.087118,327.5201901,30.88333406,-30.03333357,0.013536904
11566,11566,49.4537102,0,0,0,7.598379085,0,0.544169055,0,0,0,0,0,0,256.1366579,263.0580198,271.2529166,279.6358657,288.0254774,296.2394102,30.88750073,-30.03333357,0.007688388
11567,11567,16.39557082,0,0,0,3.825953788,0,0.084990662,0,0,0,0,0,0,86.00211944,83.31283281,80.31974638,76.47629534,71.75414946,66.25050635,30.89166739,-30.03333357,0.017508511
11568,11568,2.058014527,0.000284155,0.013639449,0.325783659,0.031467665,0,0,0.000284155,0,0,0,0,0,0.565837574,0.498936161,0.448448573,0.387566482,0.316289888,0.236103719,30.89583406,-30.03333357,0.025020777
11569,11569,6.723446988,0.076600473,0.383002363,0.775872371,0,0,0.076600473,0.076600473,0,0.153200945,0,0,0,20.45232619,20.80979506,21.39706535,22.16307008,23.08227575,24.10361539,30.90000073,-30.03333357,0.02397618
11570,11570,12.87997745,0.443799638,2.218998188,0.14956454,0,0,0.443799638,0.443799638,0,0.887599275,0,0,0,118.4945032,120.5655682,123.9680321,128.4060285,133.7316241,139.6489526,30.90416739,-30.03333357,0.013503416
11571,11571,7.524292605,0.278677504,1.393387519,0,0,0,0.278677504,0.278677504,0,0.557355008,0,0,0,74.40689354,75.70738856,77.84391609,80.63069112,83.97482117,87.69052122,30.90833406,-30.03333357,-0.0038253
11572,11572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.61250073,-30.03750024,-0.173122307
11573,11573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.61666739,-30.03750024,-0.138662896
11574,11574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62083406,-30.03750024,-0.116907803
11575,11575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62500073,-30.03750024,-0.115181038
11576,11576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62916739,-30.03750024,-0.131621082
11577,11577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.63333406,-30.03750024,-0.140866591
11578,11578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.63750073,-30.03750024,-0.175105548
11579,11579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.64166739,-30.03750024,-0.181177829
11580,11580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.64583406,-30.03750024,-0.192535701
11581,11581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65000073,-30.03750024,-0.166427079
11582,11582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65416739,-30.03750024,-0.148255173
11583,11583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65833406,-30.03750024,-0.140728108
11584,11584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66250073,-30.03750024,-0.122262607
11585,11585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66666739,-30.03750024,-0.128085804
11586,11586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67083406,-30.03750024,-0.132789482
11587,11587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67500073,-30.03750024,-0.119690085
11588,11588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67916739,-30.03750024,-0.121278941
11589,11589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68333406,-30.03750024,-0.149455337
11590,11590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68750073,-30.03750024,-0.159604505
11591,11591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69166739,-30.03750024,-0.159811449
11592,11592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69583406,-30.03750024,-0.147846399
11593,11593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.70000073,-30.03750024,-0.130728473
11594,11594,0.000474018,0.001042841,0,0,0,0,0,0,0,0,0,0,0,0.013477924,0.018202307,0.02393793,0.030747994,0.0386167,0.047480844,30.70416739,-30.03750024,-0.131448307
11595,11595,0.04280594,0.094173068,0,0,0,0,0,0,0,0,0,0,0,1.217115566,1.643748103,2.16169998,2.776678654,3.487257261,4.287728343,30.70833406,-30.03750024,-0.161792538
11596,11596,0.157835551,0.347238211,0,0,0,0,0,0,0,0,0,0,0,4.48779082,6.06088514,7.970695301,10.23826604,12.85833618,15.80986098,30.71250073,-30.03750024,-0.167768177
11597,11597,0.140411697,0.308905732,0,0,0,0,0,0,0,0,0,0,0,3.992372572,5.391809148,7.090790677,9.108038717,11.43887288,14.06457161,30.71666739,-30.03750024,-0.18402329
11598,11598,0.42495743,0.934906346,0,0,0,0,0,0,0,0,0,0,0,12.08295626,16.31836531,21.46035021,27.56557195,34.61986528,42.56656922,30.72083406,-30.03750024,-0.19222263
11599,11599,0.099334304,0.218535468,0,0,0,0,0,0,0,0,0,0,0,2.824405366,3.814437258,5.016382332,6.44348516,8.0924346,9.949986077,30.72500073,-30.03750024,-0.180542824
11600,11600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.72916739,-30.03750024,-0.161096892
11601,11601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.73333406,-30.03750024,-0.139713611
11602,11602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.73750073,-30.03750024,-0.144364047
11603,11603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74166739,-30.03750024,-0.145366339
11604,11604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74583406,-30.03750024,-0.14527948
11605,11605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75000073,-30.03750024,-0.13503065
11606,11606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75416739,-30.03750024,-0.1259721
11607,11607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75833406,-30.03750024,-0.128218758
11608,11608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76250073,-30.03750024,-0.147640355
11609,11609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76666739,-30.03750024,-0.158785573
11610,11610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77083406,-30.03750024,-0.163277565
11611,11611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77500073,-30.03750024,-0.15763842
11612,11612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77916739,-30.03750024,-0.151489516
11613,11613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.78333406,-30.03750024,-0.134708691
11614,11614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.78750073,-30.03750024,-0.105906542
11615,11615,0.156628192,1.096397346,0,0,0.052209397,0,0.939769154,0.104418795,0.052209397,0,0,0,0,12.89572117,13.17417129,13.50483081,13.81808719,14.14874671,14.4097937,30.79166739,-30.03750024,-0.092716897
11616,11616,1.569317063,10.98521944,0,0,0.523105688,0,9.415902378,1.046211375,0.523105688,0,0,0,0,129.2071049,131.9970019,135.3100045,138.4486387,141.7616414,144.3771698,30.79583406,-30.03750024,-0.0602571
11617,11617,2.31261717,11.43274802,0,0,0.527889155,0,9.502004794,1.077505918,0.549616763,0,0,0,0,139.2063874,142.9118921,147.2480961,151.5105057,156.028037,159.890622,30.80000073,-30.03750024,-0.060793112
11618,11618,31.16939687,9.663791183,0,0,0.182168074,0,3.279025323,4.296083253,0.182372184,0,0,0,0,325.922414,372.6624751,425.5393999,483.9845513,547.467678,614.2143302,30.80416739,-30.03750024,-0.049260463
11619,11619,50.83608106,8.360535175,0.009501031,0.867993713,0,0,0.433996856,3.4522547,1.301990569,0,0,0,0,410.8393344,462.9536811,521.214622,585.1220232,653.6340531,724.9177882,30.80833406,-30.03750024,-0.053469332
11620,11620,59.20756646,0.976484395,6.39E-06,0.008737391,0,0,0.004368696,0.937166135,0.013106087,0,0,0,0,298.7849851,341.0462402,389.2472537,442.7617921,500.9607113,562.5900878,30.81250073,-30.03750024,-0.04816134
11621,11621,54.30983461,0.846237232,0.045515355,0.016298722,0.016298722,0,0.016298722,0.975863023,0.521604047,0,0,0,0,275.5712238,312.840541,355.364476,402.5522152,453.8335576,508.081183,30.81666739,-30.03750024,-0.043963469
11622,11622,47.89428486,1.291710972,0.171368432,0.132179222,0.132179222,0,0.132179222,1.381560919,4.713527009,0,0,0,0,285.1781147,279.2404793,271.0259177,259.4529904,243.7027046,223.3428908,30.82083406,-30.03750024,-0.047787829
11623,11623,67.26147884,6.305125189,0.034873461,0.034460908,0.034460908,0,0.034460908,0.486525654,2.472621106,0.419317836,0,0,0,425.0919915,376.3785781,317.0623426,245.1187953,158.9332954,58.57415658,30.82500073,-30.03750024,-0.050468734
11624,11624,60.28021979,12.78957586,0.044097805,0.044097805,0.044097805,0,0.044097805,0.607468418,2.801224146,0.50937195,0,0,0,455.7587036,413.9179073,362.4144872,298.7730487,221.8726863,131.419647,30.82916739,-30.03750024,-0.044923584
11625,11625,53.56515039,20.35104841,0,0,0,0,0.253457474,0,3.784024411,0,0,0,0,534.7461983,500.3479823,457.0265488,401.2837292,332.9287106,250.8896301,30.83333406,-30.03750024,-0.040534496
11626,11626,50.37306881,13.82193701,0.069373538,0,0.069373538,0,1.232164753,0.151057949,11.17147424,0,0,2.12E-05,0,501.6156082,466.9439068,423.3261247,368.1930994,300.6539929,220.1617029,30.83750073,-30.03750024,-0.028745171
11627,11627,47.93247644,19.07195061,0.293987925,0,0.293987925,0,0.796737844,0.597259726,7.464628524,0,0,0.248828124,0,450.395078,435.1990109,414.6687472,386.9842929,351.1577107,306.4978165,30.84166739,-30.03750024,-0.021789354
11628,11628,47.35733738,30.96880467,0.058398746,0,0.058398746,0,0.06672119,0.657094805,0.658889454,0,0,1.786024238,0,336.3440418,351.1809705,366.7065362,382.4237439,397.2191302,410.4878703,30.84583406,-30.03750024,-0.019651018
11629,11629,88.69553563,25.10664613,0,0,0,0.510352263,0.055713694,2.136956051,0.457028925,0,0.510352263,2.014158182,0,617.0030775,645.6927088,676.7620535,708.9368973,740.8421905,770.5740977,30.85000073,-30.03750024,-0.018314111
11630,11630,80.6805249,21.94547551,0.122073859,0,0,0,1.245024103,15.24050669,4.332109378,0,0,2.304982506,0,756.6802619,784.6020696,815.1263704,845.8407838,875.3445752,901.4606259,30.85416739,-30.03750024,-0.016835171
11631,11631,102.4413596,34.36798295,1.034706269,0,0,0,0.318698135,11.07673883,3.117452761,0,0,2.518448185,0,840.3417521,906.5989829,977.4951648,1038.691203,1100.818833,1160.791806,30.85833406,-30.03750024,-0.012969031
11632,11632,108.0934564,31.71917128,1.083135942,0,0,0,0,8.403758569,4.631692815,1.366939042,0,2.166271883,0,855.9743308,902.7400685,953.2035195,1004.69968,1056.281662,1104.48643,30.86250073,-30.03750024,-0.007403406
11633,11633,155.4904961,12.85957152,0.011170693,0,0.313240505,0,0.313240505,2.25834042,4.996575576,17.45811563,0,0.022341385,0,944.2566934,942.6779305,936.6378366,923.5571141,901.8657708,867.9749467,30.86666739,-30.03750024,-0.006473535
11634,11634,216.4390296,27.20028928,0,0.609591945,0.715836527,0,0.715836527,4.018768825,3.911649836,9.428069959,0.256556436,0.609591945,0,1102.484527,977.3349709,822.8085284,639.9522453,470.3620971,398.8435834,30.87083406,-30.03750024,-0.004944378
11635,11635,218.4021532,28.77469078,0.399890776,6.036507247,1.934497345,0,1.401605333,4.921008428,1.26333893,0.091191083,0,1.310414249,0,945.9989223,793.4211319,611.7882179,403.7555498,185.050591,69.05108339,30.87500073,-30.03750024,-0.002354537
11636,11636,70.69570819,1.092639504,8.044076126,21.2350855,22.4597408,1.801958084,0.053299488,0.026649744,0.026649744,1.828607828,0,0.026649744,0,459.9216672,468.0147388,476.9818443,488.0865127,496.8550771,513.558054,30.87916739,-30.03750024,-0.001975586
11637,11637,88.34382059,0,3.460554962,7.943472174,10.29781235,2.105397018,0.329598724,0,0,2.105397018,0,0,0,497.9951653,555.5399679,620.4155555,692.8928382,771.1455152,854.6872303,30.88333406,-30.03750024,0.00057251
11638,11638,81.13871952,0,0.065882276,0,0,0.584815359,1.208018943,0.065882276,0,0.584815359,0,0,0,406.1532071,460.6500893,523.1364507,593.5903305,671.2411398,754.6200387,30.88750073,-30.03750024,0.001958575
11639,11639,41.50403053,0.216169128,10.72596171,0,1.632404474,0,0.750072747,0.566012675,0,0,0,0,0,241.9415029,248.5815263,275.7074592,305.9950628,339.3109274,374.6225765,30.89166739,-30.03750024,0.006946548
11640,11640,4.871794106,0.593489829,24.02318338,0.078034485,0.529659396,0,0.103821591,0.593489829,0,0.207643183,0,0,0,66.93792168,28.84472415,29.5759421,30.53608003,31.69053077,32.97198424,30.89583406,-30.03750024,0.004888432
11641,11641,13.18002934,0.4760385,2.502899379,0.065912898,0.002853648,0,0.473184852,0.4760385,0,0.946369704,0,0,0,126.5648425,128.5485515,132.176302,136.9081505,142.5863688,148.8955001,30.90000073,-30.03750024,-0.005729649
11642,11642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.61250073,-30.04166691,-0.206745969
11643,11643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.61666739,-30.04166691,-0.136644947
11644,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62083406,-30.04166691,-0.134671208
11645,11645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62500073,-30.04166691,-0.140305339
11646,11646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62916739,-30.04166691,-0.13653555
11647,11647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.63333406,-30.04166691,-0.154775567
11648,11648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.63750073,-30.04166691,-0.182960672
11649,11649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.64166739,-30.04166691,-0.196298009
11650,11650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.64583406,-30.04166691,-0.187344076
11651,11651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65000073,-30.04166691,-0.175770531
11652,11652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65416739,-30.04166691,-0.170704624
11653,11653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65833406,-30.04166691,-0.135659842
11654,11654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66250073,-30.04166691,-0.119826382
11655,11655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66666739,-30.04166691,-0.127052241
11656,11656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67083406,-30.04166691,-0.144198336
11657,11657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67500073,-30.04166691,-0.130116926
11658,11658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67916739,-30.04166691,-0.133090566
11659,11659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68333406,-30.04166691,-0.163368501
11660,11660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68750073,-30.04166691,-0.156202886
11661,11661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69166739,-30.04166691,-0.16463206
11662,11662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69583406,-30.04166691,-0.144633746
11663,11663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.70000073,-30.04166691,-0.127507295
11664,11664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.70416739,-30.04166691,-0.139128955
11665,11665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.70833406,-30.04166691,-0.153320466
11666,11666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71250073,-30.04166691,-0.153489016
11667,11667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71666739,-30.04166691,-0.163788117
11668,11668,0.127158459,0.27974861,0,0,0,0,0,0,0,0,0,0,0,3.615538848,4.882884822,6.421502174,8.248345367,10.35917578,12.73703897,30.72083406,-30.04166691,-0.176086284
11669,11669,0.473073949,1.040762688,0,0,0,0,0,0,0,0,0,0,0,13.45106928,18.16603964,23.89023442,30.68673015,38.53975771,47.38624055,30.72500073,-30.04166691,-0.186734852
11670,11670,0.053420262,0.117524577,0,0,0,0,0,0,0,0,0,0,0,1.518916121,2.051338067,2.69772324,3.465194339,4.351970691,5.350929594,30.72916739,-30.04166691,-0.187706158
11671,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.73333406,-30.04166691,-0.150585627
11672,11672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.73750073,-30.04166691,-0.151805149
11673,11673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74166739,-30.04166691,-0.147475628
11674,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74583406,-30.04166691,-0.133553069
